experiment_id,run_id,timestep,time_minutes,worker_id,worker_role,heart_rate,skin_temperature,spo2,accelerometer_magnitude,approximate_location,activity_level,simulated_event_type,is_critical_event,risk_score,generated_alert,recommendation,effective_threshold,communication_latency_ms,processing_latency_ms,total_latency_ms,packet_loss,energy_consumption_mj,computational_load,local_processing_ratio,external_transmission_ratio,privacy_exposure_score,security_risk_score,transparency_score,explainability_available,unauthorized_access_probability,unauthorized_access,data_tampering_probability,data_tampered,attack_propagation_risk,dete4cpes_overhead_ms,applied_dest_effects
EXP_20260507_152142_228b27,1,0,0.0,1,nurse,83.354,37.013,97.435,1.493,Pharmacy-zone,0.548,none,False,0.0926,False,none,0.65,52.574,14.229,66.802,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,1,nurse,89.289,37.344,96.403,1.118,Pharmacy-zone,0.306,none,False,0.1151,False,none,0.65,48.772,15.751,64.523,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,2,porter,111.32,37.225,95.463,1.814,Pharmacy-zone,0.671,none,False,0.2453,False,none,0.65,54.713,16.471,71.184,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,3,technician,104.903,37.536,93.685,1.885,Ward-A-zone,0.64,none,False,0.2941,False,none,0.65,66.438,15.413,81.851,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,4,porter,125.7,38.445,93.578,1.603,Surgery-zone,0.312,heat_stress,True,0.4787,False,none,0.65,57.13,16.433,73.562,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,5,technician,107.781,37.826,94.574,0.94,Pharmacy-zone,0.422,none,False,0.2645,False,none,0.65,61.066,16.717,77.783,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,6,porter,117.006,37.308,93.632,1.301,Emergency-zone,0.8,none,False,0.3661,False,none,0.65,61.492,16.74,78.233,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,7,porter,120.763,37.368,94.86,2.304,Radiology-zone,0.837,none,False,0.3469,False,none,0.65,62.885,18.695,81.58,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,8,porter,109.099,37.229,95.628,2.186,Emergency-zone,0.61,none,False,0.32,False,none,0.65,55.11,16.027,71.137,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,9,technician,100.107,37.289,96.326,0.742,Ward-A-zone,0.352,none,False,0.1516,False,none,0.65,50.709,11.077,61.786,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,10,nurse,112.58,37.611,95.375,1.196,Radiology-zone,0.635,none,False,0.258,False,none,0.65,38.188,17.119,55.307,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,11,cleaning_staff,102.898,37.054,93.826,0.72,Emergency-zone,0.333,none,False,0.2576,False,none,0.65,52.19,16.82,69.01,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,12,technician,106.63,37.456,95.389,1.516,Radiology-zone,0.53,none,False,0.223,False,none,0.65,57.865,14.119,71.984,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,13,physician,109.971,37.204,95.027,1.057,ICU-zone,0.652,none,False,0.2892,False,none,0.65,47.965,16.818,64.784,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,14,technician,104.602,37.144,94.846,1.031,Radiology-zone,0.397,none,False,0.1848,False,none,0.65,70.621,17.692,88.314,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,15,physician,108.826,37.628,93.659,1.691,ICU-zone,0.758,none,False,0.3799,False,none,0.65,59.967,15.599,75.566,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,16,physician,103.833,37.401,93.675,1.046,Radiology-zone,0.532,none,False,0.0,False,no_assessment_packet_loss,0.65,40.947,0.0,40.947,True,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,17,porter,113.111,37.271,93.161,1.663,Surgery-zone,0.646,none,False,0.3659,False,none,0.65,59.325,13.295,72.619,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,18,physician,123.416,37.394,93.47,1.646,Radiology-zone,0.597,none,False,0.3345,False,none,0.65,59.755,17.699,77.454,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,19,nurse,103.94,37.616,93.864,0.931,Pharmacy-zone,0.4,none,False,0.2475,False,none,0.65,47.08,18.496,65.577,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,1,59,59.0,20,technician,116.939,37.397,93.258,1.451,Surgery-zone,0.628,none,False,0.3741,False,none,0.65,49.096,16.22,65.316,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,1,technician,89.602,36.645,95.647,1.018,Radiology-zone,0.259,none,False,0.0908,False,none,0.65,43.274,15.978,59.253,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,2,physician,90.692,37.304,97.252,1.174,Surgery-zone,0.585,none,False,0.2025,False,none,0.65,51.671,17.961,69.632,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,3,cleaning_staff,93.646,36.74,96.691,0.964,Emergency-zone,0.55,none,False,0.1836,False,none,0.65,63.312,15.904,79.216,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,4,cleaning_staff,82.228,37.029,94.252,1.364,Laboratory-zone,0.559,none,False,0.13,False,none,0.65,44.05,17.395,61.445,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,5,nurse,77.158,37.093,96.356,1.437,Surgery-zone,0.437,none,False,0.1559,False,none,0.65,36.768,18.002,54.77,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,6,porter,83.844,36.997,96.457,1.302,ICU-zone,0.614,none,False,0.1573,False,none,0.65,57.841,18.697,76.537,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,7,porter,97.309,36.835,97.278,1.012,Ward-B-zone,0.814,none,False,0.1471,False,none,0.65,63.678,15.47,79.147,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,8,physician,88.162,37.12,95.845,1.675,ICU-zone,0.531,none,False,0.0,False,no_assessment_packet_loss,0.65,44.99,0.0,44.99,True,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,9,physician,89.232,37.072,96.166,1.411,Ward-A-zone,0.717,none,False,0.119,False,none,0.65,62.478,17.356,79.835,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,10,nurse,99.395,37.229,96.293,1.46,ICU-zone,0.67,none,False,0.236,False,none,0.65,49.544,14.927,64.472,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,11,nurse,96.698,37.16,96.319,1.788,ICU-zone,0.733,none,False,0.2449,False,none,0.65,64.778,16.114,80.892,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,12,cleaning_staff,75.021,36.84,98.67,1.654,Radiology-zone,0.617,none,False,0.106,False,none,0.65,52.072,19.37,71.442,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,13,technician,82.812,37.321,95.329,1.107,Ward-B-zone,0.094,none,False,0.0993,False,none,0.65,66.239,17.048,83.286,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,True,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,14,physician,99.803,36.662,94.402,1.654,Radiology-zone,0.408,none,False,0.1818,False,none,0.65,50.206,18.597,68.803,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,15,technician,74.304,36.803,97.057,1.699,Surgery-zone,0.44,none,False,0.164,False,none,0.65,62.141,16.37,78.511,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,16,porter,88.475,36.797,97.47,0.9,Emergency-zone,0.451,none,False,0.1586,False,none,0.65,59.365,15.188,74.553,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,17,physician,91.188,36.469,96.128,1.924,Radiology-zone,0.625,none,False,0.1451,False,none,0.65,46.956,18.67,65.626,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,18,technician,69.966,36.544,96.797,0.579,Ward-B-zone,0.129,none,False,0.0,False,no_assessment_packet_loss,0.65,43.576,0.0,43.576,True,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,19,physician,92.771,37.21,93.837,1.345,Ward-B-zone,0.714,none,False,0.1937,False,none,0.65,65.184,16.515,81.699,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,0,0.0,20,technician,88.028,36.937,96.937,0.366,ICU-zone,0.325,none,False,0.1486,False,none,0.65,50.952,17.748,68.7,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,1,technician,85.051,36.611,95.602,0.668,Radiology-zone,0.05,none,False,0.0617,False,none,0.65,60.265,20.542,80.807,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,2,physician,81.236,37.17,97.099,0.915,Surgery-zone,0.25,none,False,0.1478,False,none,0.65,45.01,18.022,63.032,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,True,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,3,cleaning_staff,93.312,36.757,96.657,1.143,Ward-A-zone,0.497,none,False,0.1117,False,none,0.65,64.5,15.397,79.897,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,4,cleaning_staff,79.849,37.039,94.195,1.33,Laboratory-zone,0.488,none,False,0.1274,False,none,0.65,54.169,14.096,68.265,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,5,nurse,82.62,37.152,96.568,1.127,Laboratory-zone,0.593,none,False,0.1021,False,none,0.65,52.506,14.335,66.842,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,6,porter,89.094,37.112,96.349,1.499,ICU-zone,0.821,none,False,0.0,False,no_assessment_packet_loss,0.65,44.83,0.0,44.83,True,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,7,porter,91.436,36.775,97.393,0.997,Ward-B-zone,0.593,none,False,0.1115,False,none,0.65,50.069,17.407,67.476,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,8,physician,96.302,37.182,95.353,1.793,ICU-zone,0.827,none,False,0.2672,False,none,0.65,50.203,15.71,65.913,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,9,physician,95.963,37.502,94.707,2.059,Ward-A-zone,0.762,high_fatigue,True,0.2544,False,none,0.65,49.951,19.121,69.072,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,10,nurse,92.347,37.174,96.385,1.751,ICU-zone,0.422,none,False,0.2075,False,none,0.65,44.401,16.216,60.616,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,11,nurse,102.167,37.24,96.288,2.161,ICU-zone,0.926,none,False,0.3073,False,none,0.65,26.674,14.146,40.819,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,12,cleaning_staff,71.646,36.808,98.402,1.075,Radiology-zone,0.493,none,False,0.082,False,none,0.65,52.55,17.235,69.785,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,13,technician,83.437,37.33,95.115,0.352,Ward-B-zone,0.084,none,False,0.1044,False,none,0.65,32.965,15.119,48.084,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,14,physician,96.018,36.631,94.575,1.591,Radiology-zone,0.266,none,False,0.151,False,none,0.65,68.574,17.145,85.718,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,15,technician,74.941,36.801,96.724,1.035,Radiology-zone,0.46,none,False,0.0797,False,none,0.65,56.424,14.571,70.996,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,16,porter,90.118,36.769,97.437,0.9,Emergency-zone,0.506,none,False,0.1682,False,none,0.65,37.343,14.5,51.843,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,17,physician,87.503,36.398,96.464,1.136,Emergency-zone,0.476,none,False,0.1569,False,none,0.65,49.107,18.843,67.951,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,18,technician,80.603,36.734,96.187,2.226,Ward-B-zone,0.567,none,False,0.1379,False,none,0.65,33.13,20.028,53.158,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,True,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,19,physician,96.032,37.316,93.908,1.76,Ward-B-zone,0.834,none,False,0.2432,False,none,0.65,36.178,17.162,53.34,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,1,1.0,20,technician,86.182,36.876,96.952,1.523,ICU-zone,0.256,none,False,0.145,False,none,0.65,59.344,14.527,73.87,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,2,2.0,1,technician,84.964,36.619,95.613,0.528,Radiology-zone,0.05,none,False,0.0612,False,none,0.65,58.781,15.982,74.764,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,2,2.0,2,physician,91.65,37.361,96.916,0.871,Surgery-zone,0.634,none,False,0.2142,False,none,0.65,38.558,15.081,53.639,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
EXP_20260507_152142_228b27,2,2,2.0,3,cleaning_staff,92.661,36.79,96.904,1.893,Ward-A-zone,0.517,none,False,0.1411,False,none,0.65,43.917,17.632,61.548,False,0.20975,0.66667,0.35,0.65,0.64,0.45,0.34,True,0.075,False,0.01375,False,0.52,7.5,Data obfuscation: coarsened location; privacy exposure -0.14; Transport Layer Security: reduced tampering probability; latency +6 ms; Virtual objects: sensor and actuator abstractions enabled
