experiment_id,run_id,timestep,time_minutes,worker_id,worker_role,heart_rate,skin_temperature,spo2,accelerometer_magnitude,approximate_location,activity_level,simulated_event_type,is_critical_event,risk_score,generated_alert,recommendation,effective_threshold,communication_latency_ms,processing_latency_ms,total_latency_ms,packet_loss,energy_consumption_mj,computational_load,local_processing_ratio,external_transmission_ratio,privacy_exposure_score,security_risk_score,transparency_score,explainability_available,unauthorized_access_probability,unauthorized_access,data_tampering_probability,data_tampered,attack_propagation_risk,dete4cpes_overhead_ms,applied_dest_effects
EXP_20260511_163907_fcada4,1,0,0.0,1,nurse,83.354,37.013,97.435,1.493,Pharmacy-R13,0.548,none,False,0.0756,False,none,0.65,54.574,12.729,67.302,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,13,13.0,18,physician,112.39,37.018,94.837,2.084,Radiology-R12,0.739,none,False,0.2569,False,none,0.65,50.756,15.269,66.025,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,13,13.0,19,nurse,91.927,37.264,95.146,1.22,Radiology-R13,0.355,none,False,0.1256,False,none,0.65,52.84,12.552,65.392,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,13,13.0,20,technician,103.316,37.039,94.14,0.98,Ward-A-R11,0.511,none,False,0.1824,False,none,0.65,63.793,15.306,79.1,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,1,nurse,80.264,37.067,97.122,1.72,Pharmacy-R03,0.232,none,False,0.073,False,none,0.65,65.03,18.246,83.276,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,2,porter,102.053,36.918,96.569,2.08,Pharmacy-R14,0.676,none,False,0.184,False,none,0.65,43.36,16.069,59.43,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,3,technician,96.095,37.235,94.865,1.178,Ward-A-R09,0.732,none,False,0.1717,False,none,0.65,73.291,14.984,88.275,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,4,porter,118.4,38.727,94.649,0.793,Surgery-R01,0.483,heat_stress,True,0.4496,False,none,0.65,51.367,14.025,65.392,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,5,technician,97.568,37.522,95.838,1.551,Emergency-R01,0.543,none,False,0.2463,False,none,0.65,57.151,14.612,71.763,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,6,porter,101.473,36.991,94.589,1.421,Emergency-R04,0.641,none,False,0.2415,False,none,0.65,52.535,14.956,67.491,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,7,porter,104.462,36.902,95.977,1.584,Surgery-R14,0.694,none,False,0.2328,False,none,0.65,49.577,15.901,65.478,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,8,porter,104.406,37.073,96.184,1.572,Emergency-R03,0.716,none,False,0.2395,False,none,0.65,61.906,14.86,76.766,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,9,technician,90.988,36.948,97.305,1.049,Ward-B-R09,0.461,none,False,0.0844,False,none,0.65,49.831,15.513,65.345,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,10,nurse,100.06,37.196,96.551,1.934,Pharmacy-R15,0.682,none,False,0.1858,False,none,0.65,55.129,15.203,70.333,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,11,cleaning_staff,94.97,36.73,94.656,1.174,Emergency-R09,0.421,none,False,0.1991,False,none,0.65,56.455,14.008,70.463,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,12,technician,96.123,37.152,96.316,1.095,Pharmacy-R01,0.539,none,False,0.1228,False,none,0.65,45.047,14.349,59.396,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,13,physician,90.411,36.74,96.447,0.717,ICU-R08,0.329,none,False,0.143,False,none,0.65,48.638,15.62,64.258,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,14,technician,93.792,36.891,95.563,0.781,Radiology-R15,0.284,none,False,0.093,False,none,0.65,58.775,19.043,77.818,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,15,physician,93.797,37.289,94.545,1.622,ICU-R03,0.581,none,False,0.2496,False,none,0.65,58.246,19.04,77.286,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,16,physician,106.003,37.464,100.0,0.936,Radiology-R09,0.458,none,False,0.1824,False,none,0.65,60.131,17.56,77.691,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,17,porter,98.56,36.864,94.62,2.634,Surgery-R06,0.628,none,False,0.3071,False,none,0.65,62.939,17.616,80.555,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,18,physician,110.317,37.004,94.965,1.588,Radiology-R13,0.654,none,False,0.207,False,none,0.65,46.731,15.244,61.975,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,19,nurse,94.592,37.348,94.94,1.409,Surgery-R04,0.461,none,False,0.2263,False,none,0.65,49.376,17.822,67.198,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,14,14.0,20,technician,100.415,37.05,94.128,1.543,Surgery-R11,0.402,none,False,0.2447,False,none,0.65,58.441,12.635,71.076,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,1,nurse,84.784,37.167,97.004,1.316,Pharmacy-R04,0.42,none,False,0.0749,False,none,0.65,35.386,18.185,53.571,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,2,porter,100.519,36.904,96.362,1.384,Pharmacy-R08,0.608,none,False,0.1299,False,none,0.65,56.298,18.155,74.453,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,3,technician,106.503,39.441,92.648,1.151,Ward-A-R04,0.655,heat_stress,True,0.4625,False,none,0.65,56.003,14.743,70.746,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,4,porter,104.964,37.076,95.053,1.185,Surgery-R03,0.401,none,False,0.2319,False,none,0.65,59.476,12.416,71.892,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,5,technician,98.427,37.539,95.608,1.615,Emergency-R09,0.58,none,False,0.2634,False,none,0.65,64.674,15.517,80.191,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,6,porter,95.905,36.884,94.671,1.3,Emergency-R02,0.396,none,False,0.2005,False,none,0.65,47.482,13.904,61.386,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,7,porter,103.008,36.913,95.754,1.601,Radiology-R14,0.613,none,False,0.1584,False,none,0.65,54.602,12.527,67.13,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,8,porter,105.275,37.094,96.164,0.872,Emergency-R05,0.769,none,False,0.2373,False,none,0.65,58.2,14.039,72.239,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,9,technician,91.989,36.985,97.498,0.657,Ward-A-R04,0.467,none,False,0.0885,False,none,0.65,57.702,12.267,69.969,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,10,nurse,99.811,37.189,96.836,1.238,Pharmacy-R13,0.637,none,False,0.1467,False,none,0.65,55.256,16.293,71.549,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,11,cleaning_staff,92.724,36.714,94.767,0.841,Emergency-R01,0.365,none,False,0.1842,False,none,0.65,44.326,15.141,59.467,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,12,technician,94.744,37.107,96.359,0.747,Radiology-R09,0.472,none,False,0.1089,False,none,0.65,62.483,12.875,75.358,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,13,physician,86.986,36.692,96.228,0.887,Ward-A-R11,0.207,none,False,0.0518,False,none,0.65,55.754,15.612,71.366,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,14,technician,107.582,37.072,95.481,1.557,Radiology-R04,0.832,none,False,0.201,False,none,0.65,50.764,14.17,64.934,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,15,physician,89.371,37.249,94.804,1.225,ICU-R01,0.384,none,False,0.1952,False,none,0.65,57.762,15.231,72.993,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,16,physician,93.424,37.074,94.858,1.411,Radiology-R07,0.541,none,False,0.1345,False,none,0.65,69.776,15.447,85.223,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,17,porter,96.124,36.83,94.426,0.582,Surgery-R04,0.506,none,False,0.2149,False,none,0.65,62.076,12.784,74.859,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,18,physician,110.457,37.043,94.765,1.427,Radiology-R10,0.655,none,False,0.2057,False,none,0.65,54.423,16.371,70.794,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,19,nurse,95.493,37.352,94.79,1.208,Surgery-R15,0.473,none,False,0.2339,False,none,0.65,50.067,18.388,68.455,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,15,15.0,20,technician,99.504,37.031,94.072,1.258,Surgery-R12,0.366,none,False,0.2292,False,none,0.65,40.878,9.412,50.29,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,1,nurse,80.353,37.073,97.018,0.624,Pharmacy-R05,0.215,none,False,0.0518,False,none,0.65,68.689,12.286,80.975,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,2,porter,101.671,36.95,96.465,1.752,Pharmacy-R01,0.653,none,False,0.1599,False,none,0.65,57.131,15.692,72.823,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,3,technician,101.888,37.334,94.661,1.954,Ward-A-R02,0.905,none,False,0.2549,False,none,0.65,51.883,15.097,66.98,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,4,porter,107.315,37.132,94.909,1.384,Surgery-R13,0.451,none,False,0.2528,False,none,0.65,57.621,16.314,73.935,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,5,technician,95.149,37.526,95.822,1.297,Emergency-R02,0.415,none,False,0.2194,False,none,0.65,60.159,17.394,77.553,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,6,porter,103.49,37.647,100.0,1.793,Emergency-R10,0.615,none,False,0.2963,False,none,0.65,47.678,14.716,62.394,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,7,porter,104.574,36.919,95.76,1.265,Radiology-R04,0.665,none,False,0.1547,False,none,0.65,58.206,13.856,72.062,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,8,porter,108.567,37.133,96.148,1.549,Emergency-R03,0.846,none,False,0.2681,False,none,0.65,57.06,15.654,72.714,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,9,technician,89.99,36.975,97.247,1.123,Ward-A-R12,0.412,none,False,0.0772,False,none,0.65,60.236,17.409,77.644,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,10,nurse,105.607,37.284,96.589,1.61,Pharmacy-R05,0.915,none,False,0.2099,False,none,0.65,66.267,12.609,78.876,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,11,cleaning_staff,92.924,36.707,94.606,0.905,Emergency-R02,0.397,none,False,0.1911,False,none,0.65,50.957,13.314,64.27,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,12,technician,96.564,37.195,96.249,1.623,Radiology-R07,0.538,none,False,0.1427,False,none,0.65,41.199,15.644,56.844,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,13,physician,81.022,36.696,95.161,1.485,ICU-R10,0.369,none,False,0.1518,False,none,0.65,62.649,9.309,71.957,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,True,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,14,technician,99.224,36.964,95.592,0.918,Radiology-R12,0.497,none,False,0.1273,False,none,0.65,37.774,16.6,54.374,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,15,physician,92.606,37.256,94.582,1.167,ICU-R13,0.476,none,False,0.2197,False,none,0.65,45.858,15.301,61.159,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,16,physician,87.465,37.018,94.853,1.644,Radiology-R10,0.317,none,False,0.1067,False,none,0.65,57.133,17.211,74.345,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,17,porter,94.028,36.862,94.649,1.527,Surgery-R08,0.444,none,False,0.2056,False,none,0.65,53.804,14.657,68.461,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,18,physician,107.509,36.99,94.895,1.747,Radiology-R07,0.54,none,False,0.2003,False,none,0.65,55.795,8.579,64.374,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,19,nurse,94.13,37.328,95.039,1.581,Surgery-R15,0.423,none,False,0.2287,False,none,0.65,58.97,13.876,72.846,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,16,16.0,20,technician,106.02,37.112,94.082,1.225,Surgery-R06,0.604,none,False,0.2771,False,none,0.65,55.382,14.505,69.887,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,1,nurse,75.731,37.074,97.081,0.524,Pharmacy-R08,0.05,none,False,0.0403,False,none,0.65,53.736,10.905,64.641,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,2,porter,100.531,36.89,96.355,0.895,Pharmacy-R12,0.593,none,False,0.1288,False,none,0.65,57.2,14.714,71.913,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,3,technician,99.567,37.293,94.576,1.959,Ward-A-R14,0.816,none,False,0.2387,False,none,0.65,53.823,13.742,67.565,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,4,porter,103.538,37.061,95.071,1.224,Surgery-R09,0.295,none,False,0.2175,False,none,0.65,53.039,15.161,68.2,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,5,technician,92.113,37.477,95.83,0.688,Emergency-R08,0.314,none,False,0.1964,False,none,0.65,57.876,14.102,71.978,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,6,porter,109.158,37.092,94.306,1.714,Emergency-R10,0.858,none,False,0.3194,False,none,0.65,48.861,15.416,64.278,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,7,porter,83.468,37.814,96.704,0.0,Radiology-R11,0.321,none,False,0.1276,False,none,0.65,51.596,15.514,67.11,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,8,porter,104.538,37.11,96.22,1.884,Emergency-R09,0.697,none,False,0.2622,False,none,0.65,64.68,16.913,81.594,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,9,technician,87.714,36.934,97.26,1.611,Ward-A-R08,0.285,none,False,0.0735,False,none,0.65,48.071,13.286,61.358,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,10,nurse,107.111,37.302,96.601,2.4,Pharmacy-R01,0.92,none,False,0.2682,False,none,0.65,55.08,14.96,70.041,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,11,cleaning_staff,94.616,36.76,94.684,0.912,Emergency-R08,0.458,none,False,0.1997,False,none,0.65,52.424,14.444,66.868,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,12,technician,98.494,37.187,96.218,0.514,Radiology-R12,0.613,none,False,0.14,False,none,0.65,50.001,18.601,68.602,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,13,physician,95.775,36.793,96.29,1.42,ICU-R06,0.516,none,False,0.1772,False,none,0.65,50.282,16.361,66.643,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,14,technician,97.294,36.935,95.689,1.116,Radiology-R15,0.429,none,False,0.113,False,none,0.65,42.488,16.362,58.85,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260511_163907_fcada4,1,17,17.0,15,physician,89.11,37.208,94.502,1.611,ICU-R01,0.313,none,False,0.2065,False,none,0.65,49.486,13.947,63.433,False,0.22475,0.66667,0.35,0.65,0.65,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
