experiment_id,run_id,timestep,time_minutes,worker_id,worker_role,heart_rate,skin_temperature,spo2,accelerometer_magnitude,approximate_location,activity_level,simulated_event_type,is_critical_event,risk_score,generated_alert,recommendation,effective_threshold,communication_latency_ms,processing_latency_ms,total_latency_ms,packet_loss,energy_consumption_mj,computational_load,local_processing_ratio,external_transmission_ratio,privacy_exposure_score,security_risk_score,transparency_score,explainability_available,unauthorized_access_probability,unauthorized_access,data_tampering_probability,data_tampered,attack_propagation_risk,dete4cpes_overhead_ms,applied_dest_effects
EXP_20260513_180105_90f400,1,0,0.0,1,nurse,83.354,37.013,97.435,1.493,Pharmacy-zone,0.548,none,False,0.0926,False,none,0.65,54.574,12.729,67.302,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,5,technician,96.325,37.556,95.837,1.281,Emergency-zone,0.466,none,False,0.0,False,no_assessment_packet_loss,0.65,51.596,0.0,51.596,True,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,6,porter,100.362,36.928,94.644,1.777,Emergency-zone,0.537,none,False,0.2616,False,none,0.65,62.324,17.045,79.369,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,7,porter,104.444,36.969,95.824,2.02,Radiology-zone,0.61,none,False,0.2011,False,none,0.65,52.613,16.199,68.813,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,8,porter,104.846,37.078,96.171,1.456,Emergency-zone,0.708,none,False,0.2443,False,none,0.65,55.498,14.645,70.143,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,9,technician,93.879,36.981,97.298,2.041,Ward-A-zone,0.529,none,False,0.1554,False,none,0.65,60.713,15.052,75.764,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,10,nurse,97.749,37.173,96.498,1.292,Pharmacy-zone,0.56,none,False,0.1469,False,none,0.65,50.738,13.375,64.114,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,11,cleaning_staff,94.352,36.697,94.73,0.582,Emergency-zone,0.408,none,False,0.2064,False,none,0.65,51.743,13.672,65.416,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,12,technician,96.788,37.195,96.24,1.719,Radiology-zone,0.546,none,False,0.1642,False,none,0.65,50.127,11.497,61.624,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,13,physician,92.124,36.724,96.084,1.262,Ward-A-zone,0.368,none,False,0.0988,False,none,0.65,48.228,13.246,61.475,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,14,technician,98.778,36.912,95.591,0.913,Radiology-zone,0.488,none,False,0.14,False,none,0.65,40.61,14.695,55.304,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,15,physician,88.474,37.178,94.482,1.277,ICU-zone,0.305,none,False,0.2002,False,none,0.65,41.234,12.781,54.015,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,16,physician,102.058,36.299,94.024,1.386,Radiology-zone,0.489,none,False,0.1885,False,none,0.65,53.518,12.703,66.221,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,17,porter,91.041,36.812,94.612,1.343,Surgery-zone,0.309,none,False,0.1907,False,none,0.65,53.481,14.94,68.421,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,18,physician,106.862,36.981,94.849,0.973,Radiology-zone,0.5,none,False,0.1869,False,none,0.65,49.828,15.76,65.588,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,19,nurse,105.683,37.054,94.275,1.85,Ward-A-zone,0.435,none,False,0.2244,False,none,0.65,68.55,13.167,81.717,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,True,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,17,17.0,20,technician,99.832,37.062,94.263,1.098,Surgery-zone,0.339,none,False,0.2376,False,none,0.65,60.932,14.634,75.566,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,1,nurse,85.378,37.171,96.969,1.272,Pharmacy-zone,0.377,none,False,0.0906,False,none,0.65,55.804,15.627,71.431,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,2,porter,101.892,36.893,96.367,1.659,Pharmacy-zone,0.62,none,False,0.1664,False,none,0.65,68.382,18.054,86.437,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,3,technician,97.908,37.25,94.544,2.086,Ward-A-zone,0.714,none,False,0.2412,False,none,0.65,38.762,15.154,53.916,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,4,porter,105.829,37.116,95.386,0.521,Surgery-zone,0.403,none,False,0.2416,False,none,0.65,48.048,17.587,65.635,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,5,technician,94.172,37.484,96.076,0.868,Emergency-zone,0.378,none,False,0.2168,False,none,0.65,60.632,12.71,73.342,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,6,porter,106.01,37.08,94.626,1.736,Emergency-zone,0.728,none,False,0.2995,False,none,0.65,53.943,12.424,66.367,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,7,porter,102.366,36.935,95.758,0.855,Radiology-zone,0.543,none,False,0.1525,False,none,0.65,51.305,13.235,64.539,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,8,porter,107.24,37.081,96.3,1.898,Emergency-zone,0.77,none,False,0.2845,False,none,0.65,56.091,16.536,72.627,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,9,technician,88.881,36.967,97.166,1.785,Ward-A-zone,0.329,none,False,0.1084,False,none,0.65,54.215,16.444,70.66,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,10,nurse,102.177,37.243,96.468,2.726,Pharmacy-zone,0.71,none,False,0.2608,False,none,0.65,67.527,12.317,79.844,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,11,cleaning_staff,94.222,36.746,94.728,1.337,Emergency-zone,0.413,none,False,0.2063,False,none,0.65,43.643,16.545,60.188,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,12,technician,93.496,37.095,96.302,1.383,Radiology-zone,0.42,none,False,0.1155,False,none,0.65,43.493,15.397,58.89,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,13,physician,91.881,36.79,96.318,0.803,ICU-zone,0.352,none,False,0.1641,False,none,0.65,75.12,14.716,89.836,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,14,technician,101.207,37.029,95.698,1.186,Radiology-zone,0.583,none,False,0.1551,False,none,0.65,53.21,12.733,65.943,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,15,physician,93.811,37.303,94.657,1.187,ICU-zone,0.461,none,False,0.2366,False,none,0.65,61.258,14.843,76.101,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,16,physician,98.907,37.178,94.567,1.349,Radiology-zone,0.732,none,False,0.1967,False,none,0.65,64.52,15.43,79.95,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,17,porter,98.787,36.843,94.502,1.473,Surgery-zone,0.586,none,False,0.2439,False,none,0.65,67.172,15.392,82.564,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,18,physician,107.365,36.939,94.845,1.264,Radiology-zone,0.483,none,False,0.1876,False,none,0.65,56.801,18.789,75.59,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,19,nurse,101.82,37.437,94.794,1.514,Surgery-zone,0.653,none,False,0.2935,False,none,0.65,56.306,17.576,73.883,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,18,18.0,20,technician,100.107,37.014,94.093,1.429,Surgery-zone,0.337,none,False,0.24,False,none,0.65,45.685,18.009,63.694,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,1,nurse,76.782,37.075,97.145,0.409,Pharmacy-zone,0.05,none,False,0.0588,False,none,0.65,65.207,14.81,80.017,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,2,porter,107.805,37.018,96.348,1.225,Pharmacy-zone,0.829,none,False,0.1869,False,none,0.65,63.118,16.717,79.835,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,3,technician,93.685,37.226,94.653,1.736,Ward-A-zone,0.563,none,False,0.1898,False,none,0.65,50.223,11.785,62.008,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,4,porter,104.863,37.067,95.039,1.453,Surgery-zone,0.356,none,False,0.2422,False,none,0.65,55.654,17.123,72.777,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,5,technician,92.068,37.457,95.708,0.938,Emergency-zone,0.266,none,False,0.2063,False,none,0.65,47.463,17.349,64.812,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,6,porter,107.379,37.054,94.425,1.856,Emergency-zone,0.775,none,False,0.3172,False,none,0.65,67.514,13.843,81.358,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,7,porter,102.357,36.932,95.967,1.451,Radiology-zone,0.525,none,False,0.1495,False,none,0.65,61.065,16.415,77.48,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,8,porter,109.98,37.162,96.008,1.545,Laboratory-zone,0.893,none,False,0.2206,False,none,0.65,61.97,16.247,78.217,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,9,technician,89.342,36.973,97.235,0.266,Emergency-zone,0.335,none,False,0.1539,False,none,0.65,57.069,11.718,68.787,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,10,nurse,100.336,37.253,96.687,1.336,Pharmacy-zone,0.644,none,False,0.1688,False,none,0.65,49.251,15.71,64.962,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,11,cleaning_staff,105.022,38.284,94.126,1.065,Emergency-zone,0.357,heat_stress,True,0.3688,False,none,0.65,60.218,16.005,76.223,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,12,technician,96.278,37.185,96.285,1.841,Radiology-zone,0.486,none,False,0.165,False,none,0.65,60.184,15.293,75.477,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,13,physician,93.398,36.824,96.283,0.651,ICU-zone,0.396,none,False,0.1724,False,none,0.65,66.429,16.529,82.958,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,14,technician,95.947,36.926,95.71,1.293,Radiology-zone,0.348,none,False,0.1178,False,none,0.65,63.911,12.69,76.602,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,15,physician,95.291,37.312,94.294,1.105,ICU-zone,0.501,none,False,0.2538,False,none,0.65,58.845,13.368,72.213,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,16,physician,91.993,37.084,94.697,1.818,Radiology-zone,0.449,none,False,0.1676,False,none,0.65,53.971,16.643,70.613,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,17,porter,96.574,36.85,94.527,1.779,Surgery-zone,0.481,none,False,0.2473,False,none,0.65,75.98,13.83,89.81,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,18,physician,111.484,37.088,94.495,0.091,Radiology-zone,0.631,none,False,0.2282,False,none,0.65,63.204,17.102,80.306,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,19,nurse,107.006,38.008,91.95,0.477,Surgery-zone,0.406,high_fatigue,True,0.4056,False,none,0.65,44.258,14.455,58.713,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,19,19.0,20,technician,99.569,37.038,94.199,1.054,Surgery-zone,0.327,none,False,0.2353,False,none,0.65,63.716,13.506,77.223,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,1,nurse,79.138,37.092,96.977,0.908,Pharmacy-zone,0.132,none,False,0.0658,False,none,0.65,57.552,14.041,71.593,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,2,porter,102.091,36.994,96.452,0.77,Pharmacy-zone,0.571,none,False,0.1477,False,none,0.65,52.886,19.202,72.088,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,3,technician,96.399,37.271,94.71,1.326,Ward-A-zone,0.66,none,False,0.1879,False,none,0.65,57.515,13.206,70.721,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,4,porter,100.049,36.967,95.19,0.889,Surgery-zone,0.111,none,False,0.1958,False,none,0.65,59.48,21.16,80.639,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,5,technician,111.147,38.17,93.332,1.027,Pharmacy-zone,0.447,high_fatigue,True,0.3377,False,none,0.65,60.99,17.065,78.055,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,6,porter,107.458,37.039,94.229,1.808,Emergency-zone,0.746,none,False,0.3159,False,none,0.65,58.805,13.055,71.86,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,7,porter,101.957,36.871,96.17,1.205,Emergency-zone,0.469,none,False,0.2076,False,none,0.65,52.921,14.59,67.511,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,8,porter,108.453,37.182,96.371,1.944,Emergency-zone,0.808,none,False,0.3032,False,none,0.65,66.183,12.432,78.616,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,9,technician,91.868,37.002,97.06,1.796,Ward-A-zone,0.387,none,False,0.1238,False,none,0.65,55.925,15.584,71.509,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,10,nurse,100.768,37.245,96.49,1.565,Pharmacy-zone,0.663,none,False,0.1811,False,none,0.65,53.213,13.675,66.888,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,True,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,11,cleaning_staff,99.555,36.833,94.63,1.609,Emergency-zone,0.612,none,False,0.2537,False,none,0.65,53.548,12.141,65.689,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
EXP_20260513_180105_90f400,1,20,20.0,12,technician,113.641,38.703,95.711,0.601,Radiology-zone,0.47,heat_stress,True,0.3396,False,none,0.65,54.301,14.731,69.031,False,0.22475,0.66667,0.35,0.65,0.51,0.48,0.18,False,0.075,False,0.055,False,0.52,8.0,Data obfuscation: coarsened location; privacy exposure -0.14; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ
