experiment_id,run_id,timestep,time_minutes,worker_id,worker_role,heart_rate,skin_temperature,spo2,accelerometer_magnitude,approximate_location,activity_level,simulated_event_type,is_critical_event,risk_score,generated_alert,recommendation,effective_threshold,communication_latency_ms,processing_latency_ms,total_latency_ms,packet_loss,energy_consumption_mj,computational_load,local_processing_ratio,external_transmission_ratio,privacy_exposure_score,security_risk_score,transparency_score,explainability_available,unauthorized_access_probability,unauthorized_access,data_tampering_probability,data_tampered,attack_propagation_risk,dete4cpes_overhead_ms,applied_dest_effects
EXP_20260511_163923_da6d25,1,0,0.0,1,nurse,83.315,37.029,97.447,1.491,Pharmacy-zone,0.548,none,False,0.1579,False,none,0.65,42.969,19.821,62.79,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,11,cleaning_staff,96.226,36.81,94.412,1.185,Surgery-zone,0.5,none,False,0.1923,False,none,0.65,58.26,17.99,76.249,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,True,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,12,technician,92.715,37.112,96.446,0.541,Radiology-zone,0.369,none,False,0.1361,False,none,0.65,55.812,20.097,75.909,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,13,physician,96.659,36.822,96.164,0.947,ICU-zone,0.533,none,False,0.154,False,none,0.65,56.112,19.147,75.259,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,14,technician,95.734,36.594,100.0,1.435,Radiology-zone,0.439,none,False,0.1593,False,none,0.65,54.622,21.078,75.7,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,True,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,15,physician,93.101,37.28,94.638,1.434,ICU-zone,0.429,none,False,0.1928,False,none,0.65,53.023,20.807,73.831,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,16,physician,88.186,37.02,94.726,1.67,Radiology-zone,0.325,none,False,0.1601,False,none,0.65,49.732,19.668,69.401,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,17,porter,99.946,36.917,94.304,1.213,Surgery-zone,0.648,none,False,0.1953,False,none,0.65,43.158,20.335,63.493,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,18,physician,107.247,36.953,94.746,1.703,Radiology-zone,0.484,none,False,0.231,False,none,0.65,48.283,19.509,67.791,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,19,nurse,97.183,37.366,94.752,1.241,Surgery-zone,0.504,none,False,0.2433,False,none,0.65,45.832,19.343,65.175,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,18,18.0,20,technician,104.245,37.025,93.883,0.975,Surgery-zone,0.499,none,False,0.1902,False,none,0.65,43.528,22.609,66.136,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,True,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,1,nurse,77.612,37.104,97.165,0.749,Pharmacy-zone,0.074,none,False,0.069,False,none,0.65,55.785,17.226,73.011,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,2,porter,104.007,36.956,96.429,1.288,Radiology-zone,0.66,none,False,0.1491,False,none,0.65,59.664,20.037,79.701,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,3,technician,97.248,37.267,94.643,1.43,Ward-A-zone,0.681,none,False,0.2071,False,none,0.65,45.41,19.298,64.708,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,4,porter,113.025,37.599,92.78,1.184,Surgery-zone,0.425,high_fatigue,True,0.3354,False,none,0.65,51.771,18.946,70.717,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,5,technician,92.433,37.47,95.755,0.901,Emergency-zone,0.335,none,False,0.1628,False,none,0.65,56.22,19.374,75.594,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,6,porter,104.55,37.062,94.385,1.428,Emergency-zone,0.685,none,False,0.1921,False,none,0.65,62.049,16.5,78.548,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,7,porter,100.854,36.924,95.864,0.912,ICU-zone,0.484,none,False,0.1344,False,none,0.65,52.88,19.044,71.923,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,True,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,8,porter,119.872,38.674,95.643,1.264,Emergency-zone,0.503,heat_stress,True,0.376,False,none,0.65,29.103,18.319,47.422,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,9,technician,86.948,36.951,97.009,0.861,Ward-A-zone,0.236,none,False,0.1296,False,none,0.65,48.607,21.962,70.569,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,10,nurse,85.824,37.793,91.092,0.422,Pharmacy-zone,0.575,none,False,0.2831,False,none,0.65,52.943,14.587,67.529,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,True,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,11,cleaning_staff,91.479,36.719,94.648,0.853,Emergency-zone,0.315,none,False,0.1231,False,none,0.65,52.446,17.995,70.441,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,12,technician,97.021,37.133,96.155,1.071,Radiology-zone,0.571,none,False,0.1217,False,none,0.65,58.953,18.851,77.804,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,13,physician,90.463,36.744,96.189,1.556,ICU-zone,0.335,none,False,0.1429,False,none,0.65,45.442,17.714,63.156,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,14,technician,121.598,36.755,93.392,0.259,Radiology-zone,0.572,none,False,0.3167,False,none,0.65,47.055,20.449,67.504,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,True,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,15,physician,95.918,37.291,94.272,2.437,ICU-zone,0.536,none,False,0.2725,False,none,0.65,53.645,19.811,73.456,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,16,physician,94.484,37.095,94.754,1.643,Radiology-zone,0.569,none,False,0.1152,False,none,0.65,39.589,20.369,59.958,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,17,porter,96.645,36.876,94.591,1.461,Surgery-zone,0.496,none,False,0.1404,False,none,0.65,36.961,17.315,54.276,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,18,physician,106.912,36.992,94.839,1.604,Radiology-zone,0.467,none,False,0.1743,False,none,0.65,58.066,18.926,76.991,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,19,nurse,95.943,37.392,94.747,1.156,Surgery-zone,0.433,none,False,0.1897,False,none,0.65,57.238,17.596,74.834,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,19,19.0,20,technician,95.142,37.023,94.068,0.75,Surgery-zone,0.165,none,False,0.1678,False,none,0.65,53.171,17.613,70.784,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,1,nurse,76.916,37.037,96.643,1.099,Pharmacy-zone,0.05,none,False,0.0615,False,none,0.65,47.949,21.063,69.012,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,2,porter,103.118,36.958,96.467,1.889,Pharmacy-zone,0.625,none,False,0.2073,False,none,0.65,49.614,18.686,68.3,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,3,technician,92.02,37.214,94.633,1.033,Ward-A-zone,0.484,none,False,0.1855,False,none,0.65,57.798,18.273,76.071,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,4,porter,107.724,37.117,95.071,0.459,Pharmacy-zone,0.46,none,False,0.1971,False,none,0.65,45.648,21.502,67.15,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,5,technician,93.153,37.412,95.626,1.12,Emergency-zone,0.301,none,False,0.1446,False,none,0.65,43.634,21.417,65.051,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,6,porter,117.955,37.147,92.843,3.343,Emergency-zone,0.875,fall,True,0.3628,False,none,0.65,53.745,18.177,71.922,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,7,porter,101.675,36.993,95.83,1.048,Radiology-zone,0.457,none,False,0.1538,False,none,0.65,59.725,17.103,76.827,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,8,porter,105.644,37.108,95.944,1.556,Emergency-zone,0.696,none,False,0.182,False,none,0.65,38.855,16.867,55.722,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,9,technician,93.974,37.045,97.086,0.971,Ward-A-zone,0.469,none,False,0.1504,False,none,0.65,52.169,17.309,69.478,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,10,nurse,92.903,37.165,96.793,1.335,Pharmacy-zone,0.363,none,False,0.1867,False,none,0.65,56.639,23.399,80.038,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,11,cleaning_staff,94.015,36.725,94.714,1.667,Emergency-zone,0.451,none,False,0.1853,False,none,0.65,59.214,20.441,79.656,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,12,technician,102.632,37.224,96.046,1.043,Radiology-zone,0.749,none,False,0.2128,False,none,0.65,48.371,17.687,66.058,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,13,physician,97.731,36.839,96.075,1.39,ICU-zone,0.593,none,False,0.1116,False,none,0.65,51.742,18.028,69.769,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,14,technician,102.419,37.009,95.599,1.488,Ward-B-zone,0.61,none,False,0.1924,False,none,0.65,58.022,20.743,78.765,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,15,physician,91.606,37.262,94.433,0.162,ICU-zone,0.347,none,False,0.1578,False,none,0.65,69.411,15.91,85.321,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,16,physician,92.171,37.116,94.51,0.977,Radiology-zone,0.491,none,False,0.1694,False,none,0.65,56.0,20.751,76.751,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,17,porter,94.162,36.83,94.691,1.299,Surgery-zone,0.39,none,False,0.1114,False,none,0.65,50.137,14.875,65.012,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
EXP_20260511_163923_da6d25,1,20,20.0,18,physician,106.684,36.985,94.925,1.73,Radiology-zone,0.451,none,False,0.1803,False,none,0.65,50.204,20.238,70.442,False,0.21104,0.66667,0.47,0.403,0.09,0.48,0.18,False,0.075,False,0.055,False,0.52,11.5,Data obfuscation: coarsened location; privacy exposure -0.14; Noise injection: added controlled signal noise; privacy exposure -0.11; Encryption: encrypted payloads; latency +8 ms; energy +0.045 mJ; Differential privacy: added risk-score privacy noise; privacy exposure -0.16; Object-related service restrictions: restricted location stream; external data ratio reduced
